Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Goose_Creek_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.11,0.48,0.09,0.35,0.09,0.46,0.15,0.57,0.1,0.43,0.07,0.43
Goose_Creek_ISD_Grade 6 Mathematics_At Masters Grade Level,Goose_Creek_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.08,0.2,0.04,0.11,0.08,0.19,0.06,0.24,0.07,0.17,0.09,0.18
Goose_Creek_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.01,0.64,-0.02,0.54,-0.01,0.63,0.01,0.73,-0.02,0.59,-0.01,0.59
Goose_Creek_ISD_Grade 6 Reading_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,0.01,0.32,-0.03,0.24,0.001,0.29,0.02,0.41,0.001,0.27,-0.01,0.23
Goose_Creek_ISD_Grade 6 Reading_At Masters Grade Level,Goose_Creek_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.02,0.11,0.001,0.09,-0.01,0.1,-0.03,0.17,-0.01,0.09,-0.01,0.06
Goose_Creek_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.03,0.78,0.03,0.66,0.02,0.78,0.07,0.86,0.02,0.74,0.08,0.73
Goose_Creek_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.12,0.5,0.21,0.42,0.09,0.47,0.14,0.63,0.11,0.44,0.13,0.41
Goose_Creek_ISD_Grade 7 Mathematics_At Masters Grade Level,Goose_Creek_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.04,0.2,0.05,0.12,0.03,0.18,-0.01,0.25,0.03,0.16,0.03,0.13
Goose_Creek_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,-0.02,0.7,-0.02,0.63,-0.04,0.68,0.04,0.8,-0.03,0.65,-0.04,0.58
Goose_Creek_ISD_Grade 7 Reading_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.01,0.42,0.03,0.34,0.01,0.4,0.02,0.53,0.01,0.37,0.07,0.3
Goose_Creek_ISD_Grade 7 Reading_At Masters Grade Level,Goose_Creek_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.001,0.21,0.04,0.18,0.001,0.19,-0.07,0.26,0.001,0.17,0.02,0.12
Harmony_Public_Schools_Grade 3 Mathematics_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.01,0.8,0.03,0.75,0.02,0.76,0.03,0.88,0.03,0.75,-0.04,0.76
Harmony_Public_Schools_Grade 3 Mathematics_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.01,0.51,0.001,0.45,0.001,0.43,0.11,0.7,-0.04,0.41,-0.01,0.46
Harmony_Public_Schools_Grade 3 Mathematics_At Masters Grade Level,Harmony_Public_Schools,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.02,0.3,-0.03,0.2,0.02,0.21,0.29,0.61,-0.03,0.19,-0.02,0.23
Harmony_Public_Schools_Grade 3 Reading_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.06,0.78,0.03,0.81,-0.08,0.7,-0.04,0.88,-0.07,0.72,-0.12,0.71
Harmony_Public_Schools_Grade 3 Reading_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.05,0.56,0.05,0.51,0.04,0.48,0.18,0.76,0.04,0.47,0.001,0.48
Harmony_Public_Schools_Grade 3 Reading_At Masters Grade Level,Harmony_Public_Schools,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.07,0.37,0.09,0.36,0.05,0.29,0.21,0.52,0.06,0.29,0.01,0.3
Harmony_Public_Schools_Grade 4 Mathematics_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.03,0.74,-0.04,0.71,-0.05,0.67,-0.04,0.81,-0.03,0.68,0.01,0.75
Harmony_Public_Schools_Grade 4 Mathematics_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.04,0.44,0.05,0.41,-0.05,0.36,0.001,0.59,0.001,0.39,0.02,0.46
Harmony_Public_Schools_Grade 4 Mathematics_At Masters Grade Level,Harmony_Public_Schools,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.01,0.28,0.09,0.27,-0.02,0.19,0.03,0.35,0.001,0.21,0.05,0.26
Harmony_Public_Schools_Grade 4 Reading_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.06,0.79,0.13,0.8,0.03,0.72,0.14,0.92,0.05,0.73,0.02,0.75
Harmony_Public_Schools_Grade 4 Reading_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.01,0.45,-0.03,0.42,0.03,0.39,0.06,0.59,0.01,0.38,0.05,0.46
Harmony_Public_Schools_Grade 4 Reading_At Masters Grade Level,Harmony_Public_Schools,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.02,0.23,0.05,0.22,-0.01,0.18,-0.08,0.24,0.01,0.19,-0.03,0.22
Harmony_Public_Schools_Grade 5 Mathematics+_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.02,0.87,-0.05,0.82,-0.02,0.84,0.05,0.96,-0.02,0.84,0.001,0.88
Harmony_Public_Schools_Grade 5 Mathematics+_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.02,0.55,-0.07,0.48,-0.04,0.45,0.13,0.7,-0.04,0.46,-0.03,0.5
Harmony_Public_Schools_Grade 5 Mathematics+_At Masters Grade Level,Harmony_Public_Schools,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.02,0.34,-0.02,0.27,0.05,0.26,0.13,0.47,0.02,0.26,0.07,0.31
Harmony_Public_Schools_Grade 5 Reading+_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,-0.01,0.84,-0.08,0.79,0.03,0.82,0.07,0.94,0.01,0.81,0.03,0.83
Harmony_Public_Schools_Grade 5 Reading+_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.04,0.51,-0.05,0.49,-0.07,0.43,0.08,0.64,-0.04,0.45,-0.02,0.45
Harmony_Public_Schools_Grade 5 Reading+_At Masters Grade Level,Harmony_Public_Schools,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.04,0.3,0.02,0.25,0.001,0.22,0.22,0.45,0.05,0.23,0.06,0.26
Harmony_Public_Schools_Grade 5 Science_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.06,0.65,-0.12,0.61,-0.06,0.59,0.08,0.77,-0.06,0.59,-0.04,0.6
Harmony_Public_Schools_Grade 5 Science_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.02,0.36,-0.03,0.26,0.07,0.31,0.15,0.51,0.04,0.29,0.06,0.32
Harmony_Public_Schools_Grade 5 Science_At Masters Grade Level,Harmony_Public_Schools,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.02,0.15,-0.05,0.06,0.05,0.12,0.04,0.21,0.03,0.11,0.07,0.14
Harmony_Public_Schools_Grade 6 Mathematics_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.001,0.86,0.03,0.86,-0.01,0.84,0.08,0.88,0.04,0.85,-0.02,0.83
Harmony_Public_Schools_Grade 6 Mathematics_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.02,0.56,0.01,0.53,0.04,0.47,0.09,0.71,0.04,0.48,0.02,0.48
Harmony_Public_Schools_Grade 6 Mathematics_At Masters Grade Level,Harmony_Public_Schools,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.05,0.31,0.05,0.25,0.04,0.21,0.17,0.5,0.04,0.22,0.03,0.22
Harmony_Public_Schools_Grade 6 Reading_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.02,0.74,0.01,0.74,-0.03,0.68,-0.01,0.81,0.001,0.7,-0.03,0.68
Harmony_Public_Schools_Grade 6 Reading_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.04,0.41,-0.02,0.38,-0.03,0.33,0.01,0.58,-0.01,0.33,-0.07,0.31
Harmony_Public_Schools_Grade 6 Reading_At Masters Grade Level,Harmony_Public_Schools,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,0.02,0.21,0.07,0.21,0.001,0.14,0.1,0.38,0.03,0.16,0.001,0.15
Harmony_Public_Schools_Grade 7 Mathematics_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,-0.01,0.85,-0.04,0.74,0.02,0.84,0.03,0.94,-0.03,0.8,-0.02,0.81
Harmony_Public_Schools_Grade 7 Mathematics_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.01,0.55,-0.01,0.45,-0.02,0.46,0.29,0.85,-0.01,0.47,-0.03,0.41
Harmony_Public_Schools_Grade 7 Mathematics_At Masters Grade Level,Harmony_Public_Schools,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.001,0.27,-0.04,0.2,-0.02,0.19,0.24,0.44,-0.01,0.2,-0.02,0.16
Harmony_Public_Schools_Grade 7 Reading_At Approaches Grade Level or Above,Harmony_Public_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.03,0.85,0.05,0.81,0.04,0.82,0.15,0.98,0.02,0.8,0.03,0.76
Harmony_Public_Schools_Grade 7 Reading_At Meets Grade Level or Above,Harmony_Public_Schools,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.05,0.61,0.04,0.53,0.07,0.55,0.24,0.81,0.03,0.53,0.06,0.48
Harmony_Public_Schools_Grade 7 Reading_At Masters Grade Level,Harmony_Public_Schools,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,-0.01,0.35,-0.09,0.26,-0.02,0.26,0.33,0.65,-0.03,0.26,0.001,0.23
Houston_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.02,0.76,0.001,0.63,0.02,0.77,0.01,0.91,0.01,0.72,0.01,0.78
Houston_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.02,0.46,0.02,0.31,0.02,0.45,0.01,0.72,0.01,0.4,0.01,0.46
Houston_ISD_Grade 3 Mathematics_At Masters Grade Level,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.02,0.24,0.01,0.13,0.001,0.21,0.04,0.47,0.001,0.18,0.001,0.22
Houston_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,0.01,0.72,0.001,0.6,0.001,0.71,0.001,0.9,0.001,0.67,0.01,0.72
Houston_ISD_Grade 3 Reading_At Meets Grade Level or Above,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.03,0.42,0.02,0.29,0.02,0.39,0.02,0.69,0.02,0.35,0.02,0.4
Houston_ISD_Grade 3 Reading_At Masters Grade Level,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.04,0.26,0.02,0.16,0.03,0.22,0.07,0.54,0.02,0.19,0.04,0.23
Houston_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Houston_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.04,0.72,-0.05,0.59,-0.03,0.73,-0.01,0.88,-0.04,0.69,-0.03,0.74
Houston_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Houston_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.03,0.45,-0.04,0.3,-0.02,0.45,-0.01,0.7,-0.03,0.4,-0.03,0.46
Houston_ISD_Grade 4 Mathematics_At Masters Grade Level,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.001,0.27,-0.01,0.15,0.01,0.26,0.001,0.52,-0.01,0.22,0.001,0.27
Houston_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.04,0.69,0.04,0.59,0.05,0.68,0.001,0.89,0.04,0.64,0.05,0.66
Houston_ISD_Grade 4 Reading_At Meets Grade Level or Above,Houston_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,0.001,0.39,-0.01,0.29,0.01,0.36,-0.06,0.68,-0.01,0.32,0.01,0.34
Houston_ISD_Grade 4 Reading_At Masters Grade Level,Houston_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.01,0.2,-0.02,0.12,0.001,0.17,-0.03,0.47,-0.01,0.14,0.001,0.16
Houston_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Houston_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,0.001,0.86,0.001,0.78,-0.01,0.86,0.001,0.94,0.001,0.84,0.001,0.87
Houston_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Houston_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,0.02,0.55,0.01,0.4,0.02,0.55,0.02,0.77,0.02,0.5,0.02,0.56
Houston_ISD_Grade 5 Mathematics+_At Masters Grade Level,Houston_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.07,0.36,0.04,0.21,0.07,0.34,0.08,0.62,0.07,0.3,0.07,0.35
Houston_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Houston_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.04,0.81,0.04,0.76,0.04,0.8,0.001,0.95,0.04,0.78,0.04,0.78
Houston_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Houston_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,0.001,0.47,0.01,0.4,-0.01,0.43,0.001,0.8,0.001,0.41,-0.03,0.39
Houston_ISD_Grade 5 Reading+_At Masters Grade Level,Houston_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.03,0.26,0.03,0.19,0.03,0.21,0.04,0.59,0.03,0.19,0.01,0.18
Houston_ISD_Grade 5 Science_At Approaches Grade Level or Above,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.01,0.68,-0.01,0.59,-0.02,0.67,-0.01,0.88,-0.01,0.64,-0.02,0.65
Houston_ISD_Grade 5 Science_At Meets Grade Level or Above,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.06,0.42,0.04,0.29,0.07,0.4,0.06,0.7,0.06,0.36,0.05,0.37
Houston_ISD_Grade 5 Science_At Masters Grade Level,Houston_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.04,0.19,0.02,0.1,0.05,0.17,0.06,0.44,0.03,0.14,0.04,0.16
Houston_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Houston_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.02,0.75,0.04,0.66,0.01,0.75,0.03,0.93,0.02,0.72,0.01,0.73
Houston_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Houston_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.001,0.42,0.02,0.3,-0.01,0.4,0.01,0.7,0.001,0.36,-0.01,0.39
Houston_ISD_Grade 6 Mathematics_At Masters Grade Level,Houston_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.02,0.2,0.01,0.1,0.001,0.16,0.07,0.45,0.001,0.14,0.001,0.16
Houston_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Houston_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.01,0.63,-0.01,0.55,-0.02,0.6,0.001,0.88,-0.02,0.57,-0.04,0.55
Houston_ISD_Grade 6 Reading_At Meets Grade Level or Above,Houston_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.02,0.34,0.001,0.27,-0.04,0.28,-0.02,0.68,-0.03,0.26,-0.04,0.24
Houston_ISD_Grade 6 Reading_At Masters Grade Level,Houston_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.01,0.16,-0.01,0.11,-0.01,0.12,-0.02,0.43,-0.02,0.1,-0.02,0.09
Houston_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Houston_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.05,0.72,0.07,0.64,0.05,0.72,0.02,0.88,0.06,0.69,0.02,0.67
Houston_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Houston_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.05,0.42,0.02,0.29,0.06,0.42,0.001,0.66,0.04,0.37,0.03,0.37
Houston_ISD_Grade 7 Mathematics_At Masters Grade Level,Houston_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.001,0.18,0.001,0.1,0.001,0.16,-0.04,0.35,0.001,0.14,-0.01,0.14
Houston_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Houston_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.03,0.72,0.03,0.66,0.04,0.7,0.001,0.9,0.03,0.67,0.001,0.63
Houston_ISD_Grade 7 Reading_At Meets Grade Level or Above,Houston_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.03,0.47,0.02,0.38,0.04,0.43,-0.01,0.77,0.03,0.39,-0.02,0.33
Houston_ISD_Grade 7 Reading_At Masters Grade Level,Houston_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.02,0.28,0.02,0.2,0.03,0.24,-0.03,0.57,0.02,0.22,-0.01,0.17
Huffman_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Huffman_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.09,0.66,-0.5,0.17,-0.15,0.59,-0.04,0.71,-0.17,0.52,-0.22,0.42
Huffman_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Huffman_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.03,0.34,-0.5,0.17,-0.09,0.22,0.01,0.39,-0.06,0.19,0.05,0.23
Huffman_ISD_Grade 3 Mathematics_At Masters Grade Level,Huffman_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,-0.03,0.15,-0.16,0.17,-0.1,0.06,0.001,0.18,-0.1,0.05,0.01,0.08
Huffman_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.03,0.76,-0.16,0.67,-0.12,0.62,0.001,0.81,-0.03,0.67,-0.14,0.54
Huffman_ISD_Grade 3 Reading_At Meets Grade Level or Above,Huffman_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.07,0.4,-0.33,0.17,-0.04,0.29,0.12,0.45,0.02,0.25,0.06,0.31
Huffman_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Huffman_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.04,0.68,-0.11,0.67,0.01,0.59,0.05,0.7,0.09,0.58,-0.02,0.48
Huffman_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Huffman_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,-0.01,0.3,0.11,0.33,-0.06,0.21,-0.01,0.32,0.001,0.19,-0.01,0.19
Huffman_ISD_Grade 7 Mathematics_At Masters Grade Level,Huffman_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.04,0.07,0.17,0.17,-0.02,0.05,-0.06,0.07,-0.02,0.05,-0.01,0.04
Huffman_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Huffman_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.09,0.74,0.16,0.83,0.08,0.67,0.08,0.75,0.16,0.69,0.04,0.59
Huffman_ISD_Grade 7 Reading_At Meets Grade Level or Above,Huffman_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.02,0.42,0.23,0.67,0.05,0.34,0.01,0.45,0.04,0.31,0.17,0.37
Huffman_ISD_Grade 7 Reading_At Masters Grade Level,Huffman_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.001,0.21,0.06,0.5,0.03,0.14,0.001,0.23,0.08,0.17,0.1,0.15
Humble_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Humble_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.02,0.77,-0.03,0.63,-0.02,0.74,0.001,0.87,-0.04,0.66,-0.01,0.74
Humble_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Humble_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.02,0.45,-0.02,0.3,-0.03,0.37,-0.01,0.57,-0.03,0.31,-0.03,0.37
Humble_ISD_Grade 3 Mathematics_At Masters Grade Level,Humble_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,-0.02,0.21,0.001,0.12,-0.04,0.13,-0.02,0.31,-0.02,0.11,0.01,0.16
Humble_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Humble_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.02,0.78,0.01,0.66,-0.03,0.74,-0.02,0.87,-0.01,0.67,0.03,0.72
Humble_ISD_Grade 3 Reading_At Meets Grade Level or Above,Humble_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.001,0.46,0.01,0.34,0.01,0.38,-0.03,0.59,-0.02,0.3,0.08,0.36
Humble_ISD_Grade 3 Reading_At Masters Grade Level,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.01,0.28,0.02,0.18,0.01,0.2,-0.02,0.38,0.01,0.16,0.06,0.18
Humble_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Humble_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.06,0.72,-0.06,0.55,-0.05,0.7,-0.04,0.84,-0.09,0.59,-0.04,0.68
Humble_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Humble_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.05,0.44,-0.01,0.26,-0.04,0.38,-0.04,0.59,-0.05,0.29,-0.05,0.37
Humble_ISD_Grade 4 Mathematics_At Masters Grade Level,Humble_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,-0.01,0.26,0.01,0.12,0.01,0.21,0.001,0.38,-0.02,0.15,0.001,0.22
Humble_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Humble_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,-0.02,0.74,-0.02,0.6,-0.01,0.71,-0.02,0.85,-0.05,0.6,-0.02,0.64
Humble_ISD_Grade 4 Reading_At Meets Grade Level or Above,Humble_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.04,0.45,-0.02,0.28,-0.03,0.39,-0.03,0.6,-0.09,0.27,-0.04,0.32
Humble_ISD_Grade 4 Reading_At Masters Grade Level,Humble_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.04,0.23,-0.03,0.12,-0.03,0.18,-0.04,0.34,-0.05,0.12,-0.01,0.14
Humble_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Humble_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.03,0.88,-0.06,0.75,-0.01,0.89,-0.01,0.95,-0.06,0.79,-0.01,0.88
