Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Spring_Branch_ISD_Grade 5 Science_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.08,0.46,0.05,0.26,0.06,0.31,0.12,0.74,0.04,0.29,0.06,0.31
Spring_Branch_ISD_Grade 5 Science_At Masters Grade Level,Spring_Branch_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.09,0.23,0.04,0.11,0.04,0.11,0.19,0.46,0.03,0.1,0.04,0.11
Spring_Branch_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.06,0.8,0.16,0.63,0.07,0.72,0.04,0.97,0.07,0.7,0.09,0.73
Spring_Branch_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.04,0.51,0.07,0.27,0.05,0.35,0.06,0.83,0.04,0.33,0.05,0.36
Spring_Branch_ISD_Grade 6 Mathematics_At Masters Grade Level,Spring_Branch_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.04,0.26,0.02,0.08,0.03,0.13,0.06,0.5,0.01,0.11,0.04,0.13
Spring_Branch_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.02,0.66,-0.03,0.54,-0.02,0.54,0.001,0.9,-0.03,0.53,0.001,0.53
Spring_Branch_ISD_Grade 6 Reading_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.03,0.38,-0.04,0.18,-0.02,0.24,-0.06,0.63,-0.03,0.22,0.001,0.23
Spring_Branch_ISD_Grade 6 Reading_At Masters Grade Level,Spring_Branch_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.05,0.18,-0.01,0.07,-0.01,0.1,-0.1,0.34,-0.02,0.08,0.001,0.09
Spring_Branch_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.02,0.75,-0.14,0.51,0.03,0.65,0.001,0.94,0.01,0.63,0.04,0.64
Spring_Branch_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.03,0.51,-0.12,0.2,0.04,0.34,0.01,0.81,0.02,0.32,0.04,0.33
Spring_Branch_ISD_Grade 7 Mathematics_At Masters Grade Level,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.01,0.25,-0.08,0.05,0.001,0.13,-0.05,0.45,-0.02,0.11,0.001,0.13
Spring_Branch_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.01,0.74,-0.03,0.63,0.02,0.64,0.001,0.92,0.01,0.63,0.01,0.61
Spring_Branch_ISD_Grade 7 Reading_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.001,0.51,-0.14,0.29,0.02,0.37,0.01,0.78,-0.01,0.35,0.02,0.34
Spring_Branch_ISD_Grade 7 Reading_At Masters Grade Level,Spring_Branch_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.02,0.34,-0.08,0.16,0.02,0.2,0.01,0.57,0.01,0.19,0.03,0.18
Spring_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Spring_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.001,0.68,0.01,0.58,0.001,0.74,0.01,0.78,0.02,0.68,0.001,0.75
Spring_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Spring_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.001,0.34,0.02,0.26,-0.02,0.36,0.06,0.48,0.01,0.33,0.001,0.39
Spring_ISD_Grade 3 Mathematics_At Masters Grade Level,Spring_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.001,0.14,0.02,0.09,-0.01,0.16,0.03,0.21,0.001,0.13,-0.01,0.18
Spring_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Spring_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.01,0.66,0.001,0.57,-0.01,0.71,-0.06,0.7,0.001,0.65,-0.01,0.72
Spring_ISD_Grade 3 Reading_At Meets Grade Level or Above,Spring_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.03,0.35,0.06,0.28,0.02,0.38,-0.01,0.4,0.03,0.33,0.02,0.41
Spring_ISD_Grade 3 Reading_At Masters Grade Level,Spring_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.03,0.19,0.04,0.14,0.05,0.22,-0.01,0.27,0.04,0.18,0.04,0.23
Spring_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Spring_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.04,0.65,-0.03,0.55,-0.04,0.7,0.03,0.78,-0.05,0.64,-0.05,0.71
Spring_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Spring_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.01,0.35,0.01,0.25,-0.03,0.39,0.05,0.48,0.001,0.34,-0.05,0.41
Spring_ISD_Grade 4 Mathematics_At Masters Grade Level,Spring_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.01,0.18,-0.01,0.09,0.01,0.21,0.03,0.24,0.001,0.17,-0.02,0.23
Spring_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Spring_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.04,0.63,0.05,0.53,0.03,0.68,0.11,0.74,0.04,0.61,0.01,0.68
Spring_ISD_Grade 4 Reading_At Meets Grade Level or Above,Spring_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,0.01,0.33,0.02,0.25,0.001,0.35,0.001,0.39,0.01,0.31,0.001,0.38
Spring_ISD_Grade 4 Reading_At Masters Grade Level,Spring_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,0.001,0.14,-0.01,0.09,0.001,0.15,-0.02,0.17,0.001,0.12,-0.01,0.16
Spring_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Spring_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.01,0.83,-0.02,0.75,0.01,0.88,0.001,0.89,0.001,0.83,0.001,0.88
Spring_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Spring_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,0.001,0.46,0.001,0.35,0.001,0.52,-0.04,0.5,-0.01,0.44,0.01,0.55
Spring_ISD_Grade 5 Mathematics+_At Masters Grade Level,Spring_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.05,0.25,0.02,0.15,0.06,0.3,0.01,0.26,0.05,0.24,0.07,0.33
Spring_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Spring_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.001,0.77,0.001,0.71,0.01,0.8,0.06,0.88,0.02,0.77,0.02,0.79
Spring_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Spring_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.01,0.41,-0.02,0.33,0.001,0.45,-0.08,0.49,-0.01,0.39,0.001,0.44
Spring_ISD_Grade 5 Reading+_At Masters Grade Level,Spring_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.01,0.2,0.01,0.15,0.02,0.21,-0.03,0.25,0.01,0.18,0.03,0.21
Spring_ISD_Grade 5 Science_At Approaches Grade Level or Above,Spring_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.05,0.61,-0.06,0.51,-0.03,0.66,-0.04,0.72,-0.05,0.59,-0.03,0.65
Spring_ISD_Grade 5 Science_At Meets Grade Level or Above,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.05,0.34,0.04,0.25,0.07,0.38,0.02,0.45,0.06,0.32,0.06,0.37
Spring_ISD_Grade 5 Science_At Masters Grade Level,Spring_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.03,0.13,0.02,0.08,0.03,0.15,0.01,0.18,0.02,0.11,0.03,0.15
Spring_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Spring_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.08,0.68,0.06,0.6,0.1,0.71,0.05,0.81,0.09,0.68,0.08,0.68
Spring_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Spring_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.03,0.27,0.02,0.2,0.05,0.29,-0.03,0.38,0.06,0.27,0.03,0.27
Spring_ISD_Grade 6 Mathematics_At Masters Grade Level,Spring_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.01,0.07,0.001,0.04,0.02,0.08,-0.04,0.1,0.001,0.06,0.01,0.07
Spring_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Spring_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,0.001,0.57,0.02,0.52,0.001,0.59,-0.03,0.69,0.01,0.56,-0.03,0.53
Spring_ISD_Grade 6 Reading_At Meets Grade Level or Above,Spring_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.02,0.26,-0.01,0.22,-0.02,0.26,-0.12,0.39,-0.02,0.24,-0.05,0.21
Spring_ISD_Grade 6 Reading_At Masters Grade Level,Spring_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.01,0.1,-0.01,0.08,0.001,0.1,-0.11,0.13,-0.01,0.09,0.001,0.09
Spring_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Spring_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.03,0.61,0.03,0.53,0.02,0.64,0.05,0.76,0.04,0.61,0.001,0.6
Spring_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Spring_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.02,0.27,0.03,0.21,0.02,0.28,0.04,0.45,0.04,0.27,0.01,0.24
Spring_ISD_Grade 7 Mathematics_At Masters Grade Level,Spring_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.001,0.09,0.02,0.07,-0.01,0.08,0.02,0.18,0.01,0.09,-0.01,0.07
Spring_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Spring_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,-0.01,0.65,-0.02,0.58,-0.02,0.67,0.01,0.81,0.001,0.65,-0.04,0.62
Spring_ISD_Grade 7 Reading_At Meets Grade Level or Above,Spring_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.001,0.37,0.001,0.3,-0.01,0.38,0.06,0.55,0.01,0.36,-0.04,0.31
Spring_ISD_Grade 7 Reading_At Masters Grade Level,Spring_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.01,0.2,0.01,0.16,0.02,0.21,-0.01,0.29,0.02,0.19,0.001,0.16
Tomball_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Tomball_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.01,0.9,-0.11,0.77,-0.02,0.87,0.01,0.93,0.001,0.82,0.001,0.89
Tomball_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Tomball_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.03,0.66,-0.03,0.49,-0.05,0.57,-0.04,0.68,0.02,0.5,0.01,0.61
Tomball_ISD_Grade 3 Mathematics_At Masters Grade Level,Tomball_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,-0.03,0.38,0.07,0.25,-0.04,0.3,-0.01,0.41,0.04,0.23,-0.01,0.32
Tomball_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Tomball_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.04,0.88,-0.12,0.79,-0.05,0.85,-0.03,0.9,-0.04,0.81,-0.06,0.83
Tomball_ISD_Grade 3 Reading_At Meets Grade Level or Above,Tomball_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,-0.02,0.62,-0.02,0.47,-0.05,0.55,0.001,0.65,-0.01,0.46,-0.05,0.56
Tomball_ISD_Grade 3 Reading_At Masters Grade Level,Tomball_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.001,0.42,-0.03,0.3,0.001,0.38,0.02,0.44,0.03,0.27,0.02,0.4
Tomball_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Tomball_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.02,0.92,0.07,0.9,-0.03,0.89,-0.03,0.93,-0.04,0.84,-0.06,0.87
Tomball_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.02,0.7,0.03,0.59,0.02,0.64,-0.04,0.72,0.04,0.55,-0.02,0.63
Tomball_ISD_Grade 4 Mathematics_At Masters Grade Level,Tomball_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.001,0.47,0.001,0.3,0.03,0.38,0.001,0.5,0.01,0.29,-0.01,0.38
Tomball_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,-0.03,0.89,-0.01,0.85,-0.06,0.83,-0.02,0.92,-0.09,0.76,-0.08,0.8
Tomball_ISD_Grade 4 Reading_At Meets Grade Level or Above,Tomball_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.09,0.63,-0.06,0.55,-0.07,0.56,-0.08,0.66,-0.09,0.42,-0.16,0.47
Tomball_ISD_Grade 4 Reading_At Masters Grade Level,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.06,0.37,-0.08,0.31,-0.04,0.31,-0.06,0.38,-0.04,0.21,-0.06,0.26
Tomball_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Tomball_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,0.01,0.98,0.07,0.97,0.001,0.97,0.001,0.98,0.02,0.97,0.02,0.98
Tomball_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Tomball_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,0.01,0.78,0.15,0.61,0.01,0.73,-0.01,0.79,-0.03,0.6,0.05,0.75
Tomball_ISD_Grade 5 Mathematics+_At Masters Grade Level,Tomball_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.1,0.58,0.05,0.36,0.03,0.47,0.11,0.6,0.08,0.36,0.09,0.54
Tomball_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Tomball_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.001,0.95,0.07,0.91,-0.01,0.94,0.01,0.96,-0.02,0.88,-0.02,0.91
Tomball_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Tomball_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.02,0.72,0.07,0.56,-0.11,0.64,0.01,0.77,-0.06,0.51,-0.09,0.6
Tomball_ISD_Grade 5 Reading+_At Masters Grade Level,Tomball_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.03,0.46,0.13,0.33,-0.01,0.38,0.03,0.5,0.04,0.25,0.001,0.33
Tomball_ISD_Grade 5 Science_At Approaches Grade Level or Above,Tomball_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,0.02,0.9,0.07,0.78,0.001,0.84,0.01,0.92,0.04,0.8,0.05,0.85
Tomball_ISD_Grade 5 Science_At Meets Grade Level or Above,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.14,0.72,0.21,0.52,0.11,0.62,0.14,0.76,0.13,0.51,0.13,0.6
Tomball_ISD_Grade 5 Science_At Masters Grade Level,Tomball_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.11,0.42,0.09,0.28,0.08,0.32,0.13,0.46,0.1,0.25,0.1,0.35
Tomball_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Tomball_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.01,0.95,0.05,0.89,0.01,0.93,-0.01,0.95,0.03,0.89,0.02,0.92
Tomball_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Tomball_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.001,0.73,-0.03,0.52,0.03,0.69,0.01,0.76,0.06,0.57,-0.05,0.62
Tomball_ISD_Grade 6 Mathematics_At Masters Grade Level,Tomball_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,-0.01,0.43,-0.02,0.25,0.03,0.38,-0.01,0.44,0.02,0.25,-0.06,0.33
Tomball_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Tomball_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.03,0.85,-0.01,0.71,-0.03,0.82,-0.02,0.88,0.01,0.74,-0.1,0.75
Tomball_ISD_Grade 6 Reading_At Meets Grade Level or Above,Tomball_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.03,0.59,0.05,0.48,-0.03,0.53,-0.01,0.62,0.01,0.42,-0.15,0.43
Tomball_ISD_Grade 6 Reading_At Masters Grade Level,Tomball_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.04,0.33,0.05,0.24,-0.03,0.28,-0.04,0.34,-0.02,0.18,-0.07,0.21
Tomball_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Tomball_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.01,0.93,-0.02,0.84,-0.03,0.89,0.03,0.95,-0.01,0.82,-0.03,0.88
Tomball_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Tomball_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,-0.01,0.72,-0.06,0.53,0.03,0.66,-0.04,0.74,-0.05,0.52,0.001,0.62
Tomball_ISD_Grade 7 Mathematics_At Masters Grade Level,Tomball_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.08,0.38,-0.06,0.19,-0.02,0.33,-0.13,0.37,-0.05,0.22,-0.02,0.32
Tomball_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Tomball_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.001,0.9,0.03,0.82,0.02,0.87,0.001,0.92,-0.01,0.8,0.05,0.84
Tomball_ISD_Grade 7 Reading_At Meets Grade Level or Above,Tomball_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.001,0.71,0.03,0.6,0.04,0.64,-0.01,0.74,-0.03,0.5,0.09,0.6
Tomball_ISD_Grade 7 Reading_At Masters Grade Level,Tomball_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,-0.02,0.49,-0.03,0.35,-0.03,0.41,-0.03,0.51,-0.07,0.26,0.08,0.4
Yes_Prep_End of Course English I_At Approaches Grade Level or Above,Yes_Prep,End of Course English I,At Approaches Grade Level or Above,2019,0.03,0.68,0.02,0.67,-0.01,0.75,0.02,0.66,-0.01,0.76,0.17,0.8,-0.02,0.74,-0.06,0.6
Yes_Prep_End of Course English I_At Meets Grade Level or Above,Yes_Prep,End of Course English I,At Meets Grade Level or Above,2019,0.06,0.5,0.05,0.5,0.05,0.58,0.09,0.45,0.05,0.59,0.26,0.73,0.04,0.56,-0.02,0.37
Yes_Prep_End of Course English I_At Masters Grade Level,Yes_Prep,End of Course English I,At Masters Grade Level,2019,0.04,0.11,0.03,0.11,0.04,0.11,-0.01,0.04,0.05,0.12,0.08,0.13,0.04,0.11,-0.01,0.02
Yes_Prep_End of Course English II_At Approaches Grade Level or Above,Yes_Prep,End of Course English II,At Approaches Grade Level or Above,2019,0.01,0.68,0.02,0.69,0.02,0.77,-0.03,0.65,0.02,0.78,0.14,0.83,0.02,0.77,0.05,0.64
Yes_Prep_End of Course English II_At Meets Grade Level or Above,Yes_Prep,End of Course English II,At Meets Grade Level or Above,2019,0.01,0.49,0.02,0.5,0.01,0.58,-0.09,0.42,0.01,0.59,0.08,0.58,0.01,0.58,-0.06,0.33
Yes_Prep_End of Course English II_At Masters Grade Level,Yes_Prep,End of Course English II,At Masters Grade Level,2019,0.001,0.08,0.001,0.09,0.01,0.08,-0.01,0.04,0.01,0.08,0.08,0.08,0.02,0.08,0.001,0.02
Yes_Prep_Grade 6 Mathematics_At Approaches Grade Level or Above,Yes_Prep,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.06,0.84,0.02,0.72,0.06,0.86,0.1,0.86,0.05,0.84,0.07,0.84
Yes_Prep_Grade 6 Mathematics_At Meets Grade Level or Above,Yes_Prep,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.04,0.47,0.08,0.34,0.03,0.48,0.15,0.57,0.03,0.46,0.001,0.43
Yes_Prep_Grade 6 Mathematics_At Masters Grade Level,Yes_Prep,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.02,0.18,0.07,0.13,0.02,0.19,-0.03,0.21,0.01,0.17,-0.01,0.15
Yes_Prep_Grade 6 Reading_At Approaches Grade Level or Above,Yes_Prep,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,0.001,0.62,0.02,0.55,-0.01,0.62,0.03,0.75,-0.01,0.61,-0.07,0.53
Yes_Prep_Grade 6 Reading_At Meets Grade Level or Above,Yes_Prep,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.02,0.27,0.03,0.21,-0.03,0.27,0.001,0.39,-0.03,0.26,-0.1,0.19
Yes_Prep_Grade 6 Reading_At Masters Grade Level,Yes_Prep,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.02,0.1,0.01,0.09,-0.03,0.1,-0.03,0.11,-0.03,0.09,-0.06,0.06
Yes_Prep_Grade 7 Mathematics_At Approaches Grade Level or Above,Yes_Prep,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.07,0.82,0.11,0.75,0.05,0.82,0.06,0.85,0.08,0.82,0.04,0.8
Yes_Prep_Grade 7 Mathematics_At Meets Grade Level or Above,Yes_Prep,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.05,0.48,0.09,0.35,0.05,0.5,0.22,0.55,0.06,0.48,0.01,0.46
Yes_Prep_Grade 7 Mathematics_At Masters Grade Level,Yes_Prep,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.03,0.2,0.03,0.1,0.03,0.21,0.06,0.23,0.03,0.19,-0.01,0.17
Yes_Prep_Grade 7 Reading_At Approaches Grade Level or Above,Yes_Prep,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.01,0.73,0.02,0.66,0.001,0.74,0.15,0.78,0.02,0.73,-0.05,0.68
Yes_Prep_Grade 7 Reading_At Meets Grade Level or Above,Yes_Prep,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.01,0.42,0.06,0.35,0.001,0.43,0.16,0.41,0.01,0.41,-0.04,0.37
Yes_Prep_Grade 7 Reading_At Masters Grade Level,Yes_Prep,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.01,0.22,0.001,0.14,0.01,0.23,0.09,0.22,0.01,0.21,-0.03,0.18
Yes_Prep_Grade 7 Writing_At Approaches Grade Level or Above,Yes_Prep,Grade 7 Writing,At Approaches Grade Level or Above,2019,0.01,0.7,0.03,0.72,0.06,0.71,0.1,0.68,0.05,0.71,0.21,0.73,0.06,0.7,0.01,0.65
Yes_Prep_Grade 7 Writing_At Meets Grade Level or Above,Yes_Prep,Grade 7 Writing,At Meets Grade Level or Above,2019,-0.01,0.42,-0.01,0.43,0.07,0.41,0.04,0.3,0.06,0.42,0.13,0.37,0.08,0.41,0.01,0.35
Yes_Prep_Grade 7 Writing_At Masters Grade Level,Yes_Prep,Grade 7 Writing,At Masters Grade Level,2019,0.03,0.18,0.03,0.19,0.06,0.15,0.06,0.11,0.06,0.16,0.16,0.2,0.06,0.15,0.02,0.11
Yes_Prep_Grade 8 Mathematics+_At Approaches Grade Level or Above,Yes_Prep,Grade 8 Mathematics+,At Approaches Grade Level or Above,2019,0.02,0.88,0.01,0.88,0.02,0.93,0.11,0.89,0.01,0.94,-0.08,0.85,0.03,0.94,0.02,0.91
Yes_Prep_Grade 8 Mathematics+_At Meets Grade Level or Above,Yes_Prep,Grade 8 Mathematics+,At Meets Grade Level or Above,2019,0.06,0.57,0.06,0.58,0.08,0.69,0.21,0.56,0.07,0.71,0.001,0.69,0.09,0.69,0.05,0.6
