Primary_Key_2019_2021,School_Name,Grade_Test_Type,Mastery_Level,Baseline_Year,Compared_Year,YOY_State_2021,YOY_Region_2021,YOY_District_2021,YOY_African_American_2021,YoY_Hispanic_2021,YoY_White_2021,YoY_Econ_Disadv_2021,YoY_ELL_2021
Deer_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Deer_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.15,-0.31,-0.15,-0.13,-0.18,-0.18
Deer_Park_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.22,-0.33,-0.19,-0.29,-0.24,-0.15
Deer_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Deer_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.11,-0.31,-0.11,-0.12,-0.15,-0.1
Galena_Park_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.12,-0.06,-0.13,-0.12,-0.12,-0.14
Galena_Park_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.23,-0.15,-0.25,-0.15,-0.24,-0.26
Galena_Park_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.22,-0.24,-0.22,-0.21,-0.23,-0.22
Galena_Park_ISD_Grade 3 Reading_At Masters Grade Level_2021,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.1,-0.08,-0.1,-0.1,-0.1,-0.1
Galena_Park_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.14,-0.13,-0.15,-0.01,-0.15,-0.18
Galena_Park_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.18,-0.15,-0.2,0.02,-0.2,-0.22
Galena_Park_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.11,-0.08,-0.11,-0.23,-0.11,-0.11
Galena_Park_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.18,-0.2,-0.17,-0.19,-0.18,-0.15
Galena_Park_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.22,-0.3,-0.2,-0.17,-0.23,-0.17
Galena_Park_ISD_Grade 4 Reading_At Masters Grade Level_2021,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.02,-0.02,-0.02,0,-0.03,-0.03
Galena_Park_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.07,-0.05,-0.07,-0.12,-0.09,-0.07
Galena_Park_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.15,-0.17,-0.15,-0.17,-0.17,-0.15
Galena_Park_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Galena_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.15,-0.14,-0.14,-0.36,-0.14,-0.13
Galena_Park_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.18,-0.2,-0.17,-0.15,-0.18,-0.16
Galena_Park_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.22,-0.35,-0.2,-0.1,-0.23,-0.21
Galena_Park_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Galena_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0.02,-0.02,0.03,-0.05,0.02,0.03
Galena_Park_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.08,-0.15,-0.06,-0.11,-0.07,-0.04
Galena_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.13,-0.22,-0.12,-0.16,-0.13,-0.12
Galena_Park_ISD_Grade 5 Science_At Masters Grade Level_2021,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.13,-0.04,-0.13,-0.18,-0.12,-0.13
Galena_Park_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.27,-0.21,-0.27,-0.29,-0.26,-0.28
Galena_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Galena_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.2,-0.21,-0.21,-0.16,-0.21,-0.21
Goose_Creek_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.07,-0.07,-0.08,-0.06,-0.07,-0.07
Goose_Creek_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.13,-0.13,-0.13,-0.07,-0.13,-0.09
Goose_Creek_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.14,-0.17,-0.13,-0.14,-0.16,-0.1
Goose_Creek_ISD_Grade 3 Reading_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.06,-0.03,-0.06,-0.03,-0.05,-0.03
Goose_Creek_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.03,-0.02,-0.03,0.02,-0.04,-0.02
Goose_Creek_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.06,-0.09,-0.05,-0.06,-0.07,-0.05
Goose_Creek_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.04,-0.08,-0.04,0,-0.05,-0.07
Goose_Creek_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.09,-0.13,-0.09,-0.05,-0.09,-0.11
Goose_Creek_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.13,-0.26,-0.12,-0.08,-0.14,-0.12
Goose_Creek_ISD_Grade 4 Reading_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.02,-0.05,-0.02,0,-0.04,-0.03
Goose_Creek_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.03,-0.1,-0.03,-0.03,-0.05,-0.02
Goose_Creek_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.11,-0.21,-0.09,-0.08,-0.12,-0.11
Goose_Creek_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.06,-0.06,-0.06,-0.11,-0.06,-0.12
Goose_Creek_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.09,-0.13,-0.09,-0.11,-0.08,-0.14
Goose_Creek_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.16,-0.25,-0.16,-0.18,-0.18,-0.15
Goose_Creek_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0.03,-0.04,0.03,0.07,0.03,0.03
Goose_Creek_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.02,-0.11,-0.01,-0.01,-0.01,0
Goose_Creek_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.12,-0.2,-0.1,-0.15,-0.13,-0.09
Goose_Creek_ISD_Grade 5 Science_At Masters Grade Level_2021,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.12,-0.08,-0.12,-0.13,-0.1,-0.13
Goose_Creek_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.19,-0.23,-0.18,-0.22,-0.17,-0.17
Goose_Creek_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Goose_Creek_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.1,-0.16,-0.09,-0.07,-0.1,-0.1
Harmony_Schools_Grade 3 Mathematics_At Masters Grade Level_2021,Harmony_Schools,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.08,-0.11,-0.07,0.07,-0.08,-0.05
Harmony_Schools_Grade 3 Mathematics_At Masters Grade Level_2021,Harmony_Schools,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.22,-0.15,-0.19,-0.47,-0.14,-0.14
Harmony_Schools_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.23,-0.24,-0.21,-0.27,-0.22,-0.2
Harmony_Schools_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.32,-0.31,-0.34,-0.37,-0.27,-0.26
Harmony_Schools_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.34,-0.3,-0.43,-0.37,-0.35,-0.33
Harmony_Schools_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.31,-0.33,-0.37,-0.19,-0.35,-0.32
Harmony_Schools_Grade 3 Reading_At Masters Grade Level_2021,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.15,-0.17,-0.13,-0.09,-0.15,-0.12
Harmony_Schools_Grade 3 Reading_At Masters Grade Level_2021,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.23,-0.24,-0.2,-0.31,-0.18,-0.15
Harmony_Schools_Grade 3 Reading_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.16,-0.15,-0.15,-0.27,-0.14,-0.08
Harmony_Schools_Grade 3 Reading_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.25,-0.21,-0.26,-0.29,-0.24,-0.17
Harmony_Schools_Grade 3 Reading_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.14,-0.15,-0.12,-0.13,-0.13,-0.09
Harmony_Schools_Grade 3 Reading_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.15,-0.18,-0.16,-0.12,-0.17,-0.12
Harmony_Schools_Grade 4 Mathematics_At Masters Grade Level_2021,Harmony_Schools,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.16,-0.18,-0.13,-0.13,-0.15,-0.15
Harmony_Schools_Grade 4 Mathematics_At Masters Grade Level_2021,Harmony_Schools,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.16,-0.09,-0.23,0.08,-0.15,-0.08
Harmony_Schools_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.21,-0.16,-0.22,-0.25,-0.23,-0.24
Harmony_Schools_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.24,-0.17,-0.35,0.22,-0.23,-0.16
Harmony_Schools_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.24,-0.26,-0.25,-0.15,-0.27,-0.28
Harmony_Schools_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.33,-0.27,-0.44,-0.15,-0.35,-0.34
Harmony_Schools_Grade 4 Reading_At Masters Grade Level_2021,Harmony_Schools,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.14,-0.14,-0.1,-0.08,-0.14,-0.15
Harmony_Schools_Grade 4 Reading_At Masters Grade Level_2021,Harmony_Schools,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.05,0,-0.09,-0.01,-0.02,-0.02
Harmony_Schools_Grade 4 Reading_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.09,0.06,-0.19,-0.03,-0.08,-0.15
Harmony_Schools_Grade 4 Reading_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.2,-0.13,-0.22,-0.21,-0.2,-0.25
Harmony_Schools_Grade 4 Reading_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.25,-0.28,-0.29,-0.17,-0.28,-0.23
Harmony_Schools_Grade 4 Reading_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.09,-0.04,-0.14,-0.32,-0.1,-0.12
Harmony_Schools_Grade 5 Mathematics+_At Masters Grade Level_2021,Harmony_Schools,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.26,-0.38,-0.15,-0.4,-0.25,-0.21
Harmony_Schools_Grade 5 Mathematics+_At Masters Grade Level_2021,Harmony_Schools,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.13,-0.11,-0.07,-0.26,-0.12,-0.16
Harmony_Schools_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.32,-0.49,-0.2,-0.6,-0.31,-0.3
Harmony_Schools_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.14,-0.15,-0.05,-0.19,-0.11,-0.14
Harmony_Schools_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.21,-0.21,-0.2,-0.22,-0.24,-0.28
Harmony_Schools_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.27,-0.32,-0.25,-0.3,-0.27,-0.26
Harmony_Schools_Grade 5 Reading+_At Masters Grade Level_2021,Harmony_Schools,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,-0.12,-0.17,-0.07,-0.4,-0.1,-0.13
Harmony_Schools_Grade 5 Reading+_At Masters Grade Level_2021,Harmony_Schools,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,-0.02,0,0.03,-0.16,-0.03,-0.06
Harmony_Schools_Grade 5 Reading+_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.18,-0.3,-0.07,-0.7,-0.16,-0.14
Harmony_Schools_Grade 5 Reading+_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.06,-0.09,-0.02,-0.09,-0.07,-0.1
Harmony_Schools_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.21,-0.15,-0.26,-0.2,-0.22,-0.25
Harmony_Schools_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.13,-0.07,-0.16,-0.2,-0.16,-0.18
Harmony_Schools_Grade 5 Science_At Masters Grade Level_2021,Harmony_Schools,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.05,0,-0.05,-0.03,-0.05,-0.08
Harmony_Schools_Grade 5 Science_At Meets Grade Level or Above_2021,Harmony_Schools,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.1,-0.08,-0.1,-0.19,-0.1,-0.14
Harmony_Schools_Grade 5 Science_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.19,-0.27,-0.18,-0.4,-0.2,-0.19
Harmony_Schools_Grade 5 Science_At Approaches Grade Level or Above_2021,Harmony_Schools,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.1,-0.15,-0.08,-0.11,-0.11,-0.11
Houston_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.12,-0.08,-0.14,-0.09,-0.12,-0.14
Houston_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.22,-0.19,-0.26,-0.13,-0.24,-0.27
Houston_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.25,-0.29,-0.29,-0.06,-0.29,-0.3
Houston_ISD_Grade 3 Reading_At Masters Grade Level_2021,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.09,-0.08,-0.1,-0.06,-0.09,-0.11
Houston_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.1,-0.07,-0.13,0.02,-0.12,-0.15
Houston_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.13,-0.11,-0.17,0,-0.16,-0.18
Houston_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.11,-0.07,-0.15,-0.08,-0.13,-0.15
Houston_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Houston_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.17,-0.13,-0.23,-0.09,-0.2,-0.24
Houston_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.23,-0.24,-0.28,-0.09,-0.28,-0.29
Houston_ISD_Grade 4 Reading_At Masters Grade Level_2021,Houston_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.05,-0.03,-0.07,-0.03,-0.05,-0.06
Houston_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Houston_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.08,-0.06,-0.11,-0.02,-0.09,-0.1
Houston_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.13,-0.11,-0.17,-0.05,-0.15,-0.17
Houston_ISD_Grade 5 Mathematics+_At Masters Grade Level_2021,Houston_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,2021,-0.11,-0.12,-0.16,-0.12,-0.19,-0.12,-0.17,-0.19
Houston_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2021,Houston_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,2021,-0.14,-0.14,-0.2,-0.18,-0.24,-0.09,-0.22,-0.25
Houston_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,2021,-0.2,-0.19,-0.26,-0.31,-0.29,-0.08,-0.3,-0.29
Houston_ISD_Grade 5 Reading+_At Masters Grade Level_2021,Houston_ISD,Grade 5 Reading+,At Masters Grade Level,2019,2021,0.01,0.01,0,-0.01,-0.01,0.04,-0.01,0.01
Houston_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2021,Houston_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,2021,-0.08,-0.07,-0.06,-0.09,-0.07,-0.04,-0.08,-0.04
Houston_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.15,-0.2,-0.16,-0.05,-0.17,-0.16
Houston_ISD_Grade 5 Science_At Masters Grade Level_2021,Houston_ISD,Grade 5 Science,At Masters Grade Level,2019,2021,-0.11,-0.11,-0.09,-0.06,-0.11,-0.1,-0.1,-0.11
Houston_ISD_Grade 5 Science_At Meets Grade Level or Above_2021,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.19,-0.14,-0.23,-0.12,-0.21,-0.22
Houston_ISD_Grade 5 Science_At Approaches Grade Level or Above_2021,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,2021,-0.13,-0.13,-0.18,-0.18,-0.22,-0.06,-0.22,-0.22
Huffman_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Huffman_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.09,-0.48,-0.12,-0.07,-0.15,-0.01
Huffman_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Huffman_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.14,-0.23,-0.22,-0.12,-0.19,-0.09
Huffman_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2021,Huffman_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.16,-0.16,-0.17,-0.39,-0.13,-0.16,-0.23,0.05
Huffman_ISD_Grade 4 Reading_At Masters Grade Level_2021,Huffman_ISD,Grade 4 Reading,At Masters Grade Level,2019,2021,-0.05,-0.05,-0.03,-0.36,-0.11,0.02,-0.03,-0.01
Huffman_ISD_Grade 4 Reading_At Meets Grade Level or Above_2021,Huffman_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,2021,-0.08,-0.08,-0.08,-0.31,-0.12,-0.05,-0.12,-0.05
Huffman_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2021,Huffman_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,2021,-0.12,-0.12,-0.18,-0.22,-0.3,-0.15,-0.26,-0.36
Humble_ISD_Grade 3 Mathematics_At Masters Grade Level_2021,Humble_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,2021,-0.11,-0.1,-0.09,-0.09,-0.05,-0.1,-0.05,-0.09
Humble_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2021,Humble_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,2021,-0.18,-0.18,-0.15,-0.14,-0.14,-0.12,-0.15,-0.17
Humble_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,2021,-0.17,-0.17,-0.15,-0.19,-0.18,-0.09,-0.2,-0.22
Humble_ISD_Grade 3 Reading_At Masters Grade Level_2021,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2019,2021,-0.08,-0.08,-0.09,-0.1,-0.06,-0.08,-0.07,-0.05
Humble_ISD_Grade 3 Reading_At Meets Grade Level or Above_2021,Humble_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,2021,-0.06,-0.07,-0.07,-0.1,-0.08,-0.04,-0.08,-0.11
Humble_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2021,Humble_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,2021,-0.09,-0.08,-0.09,-0.1,-0.12,-0.04,-0.13,-0.15
Humble_ISD_Grade 4 Mathematics_At Masters Grade Level_2021,Humble_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,2021,-0.07,-0.08,-0.05,-0.04,-0.07,-0.04,-0.05,-0.1
Humble_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2021,Humble_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,2021,-0.12,-0.12,-0.09,-0.08,-0.1,-0.06,-0.08,-0.12
