Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,Econ_Disadv,ELL
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.2,0.1,0.16,0.47,0.13,0.17
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.21,0.11,0.14,0.34,0.13,0.17
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.21,0.11,0.14,0.34,0.13,0.17
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.15,0.09,0.15,0.19,0.13,0.17
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.15,0.09,0.15,0.19,0.13,0.17
Spring_ISD_Grade 7 Mathematics,Spring_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.14,0.08,0.15,0.19,0.12,0.17
Spring_ISD_Grade 7 Mathematics,Spring_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.14,0.08,0.15,0.19,0.12,0.17
Tomball_ISD_Grade 6 Reading,Tomball_ISD,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.29,0.15,0.22,0.31,0.07,0.17
Tomball_ISD_Grade 6 Reading,Tomball_ISD,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.29,0.15,0.22,0.31,0.07,0.17
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.35,0.24,0.28,0.47,0.24,0.16
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.35,0.24,0.28,0.47,0.24,0.16
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.3,0.4,0.28,0.27,0.23,0.16
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.3,0.4,0.28,0.27,0.23,0.16
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.32,0.21,0.24,0.48,0.21,0.16
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.32,0.21,0.24,0.48,0.21,0.16
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.29,0.15,0.28,0.32,0.21,0.16
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.29,0.15,0.28,0.32,0.21,0.16
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.22,0.07,0.21,0.27,0.2,0.16
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.22,0.07,0.21,0.27,0.2,0.16
Sheldon_ISD_Grade 4 Reading,Sheldon_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.2,0.19,0.19,0.38,0.19,0.16
Sheldon_ISD_Grade 4 Reading,Sheldon_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.2,0.19,0.19,0.38,0.19,0.16
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.3,0.21,0.18,0.51,0.17,0.16
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.3,0.21,0.18,0.51,0.17,0.16
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.17,0.12,0.18,0.27,0.17,0.16
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.17,0.12,0.18,0.27,0.17,0.16
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.18,0.18,0.14,0.21,0.17,0.16
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.18,0.18,0.14,0.21,0.17,0.16
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.2,0.1,0.21,0.2,0.17,0.16
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.2,0.1,0.21,0.2,0.17,0.16
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.25,0.13,0.21,0.34,0.16,0.16
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.25,0.13,0.21,0.34,0.16,0.16
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.17,0.13,0.18,0.25,0.16,0.16
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.17,0.13,0.18,0.25,0.16,0.16
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.23,0.14,0.18,0.51,0.15,0.16
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.23,0.14,0.18,0.51,0.15,0.16
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.16,0.11,0.16,0.34,0.15,0.16
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.16,0.11,0.16,0.34,0.15,0.16
Humble_ISD_Grade 5 Science,Humble_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.3,0.14,0.2,0.48,0.14,0.16
Humble_ISD_Grade 5 Science,Humble_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.3,0.14,0.2,0.48,0.14,0.16
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.18,0.05,0.18,0.26,0.14,0.16
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.18,0.05,0.18,0.26,0.14,0.16
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.31,0.1,0.17,0.52,0.13,0.16
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.31,0.1,0.17,0.52,0.13,0.16
Houston_ISD_Grade 5 Mathematics,Houston_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.2,0.09,0.15,0.5,0.13,0.16
Houston_ISD_Grade 5 Mathematics,Houston_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.2,0.09,0.15,0.5,0.13,0.16
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.18,0.27,0.14,0.5,0.13,0.16
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.18,0.27,0.14,0.5,0.13,0.16
Galena_Park_ISD_Grade 6 Reading,Galena_Park_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.15,0.08,0.16,0.22,0.13,0.16
Galena_Park_ISD_Grade 6 Reading,Galena_Park_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.15,0.08,0.16,0.22,0.13,0.16
Spring_ISD_Grade 3 Reading,Spring_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.12,0.09,0.13,0.17,0.12,0.16
Spring_ISD_Grade 3 Reading,Spring_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.12,0.09,0.13,0.17,0.12,0.16
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.22,0.09,0.13,0.37,0.11,0.16
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.22,0.09,0.13,0.37,0.11,0.16
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.21,0.1,0.13,0.35,0.11,0.16
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.21,0.1,0.13,0.35,0.11,0.16
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.28,0.25,0.28,0.33,0.25,0.15
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.28,0.25,0.28,0.33,0.25,0.15
Channelview_ISD_Grade 6 Reading,Channelview_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.17,0.14,0.17,0.19,0.16,0.15
Channelview_ISD_Grade 6 Reading,Channelview_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.17,0.14,0.17,0.19,0.16,0.15
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.23,0.15,0.17,0.58,0.15,0.15
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.23,0.15,0.17,0.58,0.15,0.15
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.23,0.14,0.15,0.33,0.15,0.15
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.23,0.14,0.15,0.33,0.15,0.15
Aldine_ISD_Grade 5 Science,Aldine_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.16,0.12,0.16,0.26,0.15,0.15
Aldine_ISD_Grade 5 Science,Aldine_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.16,0.12,0.16,0.26,0.15,0.15
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.15,0.14,0.2,0.15,0.15
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.15,0.14,0.2,0.15,0.15
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.15,0.08,0.15,0.18,0.15,0.15
Channelview_ISD_Grade 5 Science,Channelview_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.15,0.08,0.15,0.18,0.15,0.15
Alief_ISD_Grade 5 Reading,Alief_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.17,0.21,0.12,0.13,0.15,0.15
Alief_ISD_Grade 5 Reading,Alief_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.17,0.21,0.12,0.13,0.15,0.15
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.2,0.02,0.18,0.27,0.14,0.15
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.2,0.02,0.18,0.27,0.14,0.15
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.21,0.16,0.19,0.21,0.14,0.15
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.21,0.16,0.19,0.21,0.14,0.15
Sheldon_ISD_Grade 6 Mathematics,Sheldon_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.15,0.11,0.16,0.09,0.14,0.15
Sheldon_ISD_Grade 6 Mathematics,Sheldon_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.15,0.11,0.16,0.09,0.14,0.15
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.23,0.14,0.16,0.35,0.13,0.15
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.23,0.14,0.16,0.35,0.13,0.15
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.14,0.11,0.12,0.19,0.13,0.15
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.14,0.11,0.12,0.19,0.13,0.15
Klein_ISD_Grade 5 Science,Klein_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.22,0.11,0.14,0.34,0.12,0.15
Klein_ISD_Grade 5 Science,Klein_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.22,0.11,0.14,0.34,0.12,0.15
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.14,0.12,0.09,0.21,0.11,0.15
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.14,0.12,0.09,0.21,0.11,0.15
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.12,0.06,0.12,0.18,0.11,0.15
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.12,0.06,0.12,0.18,0.11,0.15
Spring_ISD_Grade 3 Mathematics,Spring_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.12,0.07,0.14,0.17,0.11,0.15
Spring_ISD_Grade 3 Mathematics,Spring_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.12,0.07,0.14,0.17,0.11,0.15
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.24,0.11,0.16,0.38,0.1,0.15
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.24,0.11,0.16,0.38,0.1,0.15
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.2,0.1,0.16,0.3,0.1,0.15
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.2,0.1,0.16,0.3,0.1,0.15
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.19,0.08,0.16,0.28,0.09,0.15
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.19,0.08,0.16,0.28,0.09,0.15
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.16,0.09,0.06,0.19,0.08,0.15
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.16,0.09,0.06,0.19,0.08,0.15
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.35,0.24,0.35,0.44,0.33,0.14
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.35,0.24,0.35,0.44,0.33,0.14
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.29,0.17,0.21,0.41,0.19,0.14
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.29,0.17,0.21,0.41,0.19,0.14
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.19,0.17,0.19,0.26,0.19,0.14
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.19,0.17,0.19,0.26,0.19,0.14
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.2,0.22,0.16,0.15,0.19,0.14
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.2,0.22,0.16,0.15,0.19,0.14
Huffman_ISD_Grade 4 Mathematics,Huffman_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.23,0.33,0.17,0.24,0.14,0.14
Huffman_ISD_Grade 4 Mathematics,Huffman_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.23,0.33,0.17,0.24,0.14,0.14
Houston_ISD_Grade 7 Mathematics,Houston_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.18,0.1,0.15,0.45,0.13,0.14
Houston_ISD_Grade 7 Mathematics,Houston_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.18,0.1,0.15,0.45,0.13,0.14
Deer_Park_ISD_Grade 6 Reading,Deer_Park_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.21,0.05,0.16,0.28,0.13,0.14
Deer_Park_ISD_Grade 6 Reading,Deer_Park_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.21,0.05,0.16,0.28,0.13,0.14
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.14,0.18,0.11,0.27,0.13,0.14
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.14,0.18,0.11,0.27,0.13,0.14
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.14,0.08,0.15,0.25,0.13,0.14
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.14,0.08,0.15,0.25,0.13,0.14
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.13,0.1,0.14,0.16,0.13,0.14
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.13,0.1,0.14,0.16,0.13,0.14
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.29,0.09,0.14,0.53,0.12,0.14
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.29,0.09,0.14,0.53,0.12,0.14
Tomball_ISD_Grade 7 Mathematics,Tomball_ISD,Grade 7 Mathematics,At Masters Grade Level,2021,0.12,0.13,0.29,0.15,0.21,0.33,0.12,0.14
Tomball_ISD_Grade 7 Mathematics,Tomball_ISD,Grade 7 Mathematics,At Masters Grade Level,2021,0.12,0.13,0.29,0.15,0.21,0.33,0.12,0.14
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.13,0.07,0.12,0.2,0.12,0.14
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.13,0.07,0.12,0.2,0.12,0.14
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.12,0.06,0.14,0.17,0.12,0.14
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.12,0.06,0.14,0.17,0.12,0.14
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.13,0.07,0.13,0.15,0.12,0.14
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.13,0.07,0.13,0.15,0.12,0.14
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.06,0.13,0.22,0.11,0.14
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.06,0.13,0.22,0.11,0.14
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.13,0.06,0.13,0.2,0.11,0.14
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.13,0.06,0.13,0.2,0.11,0.14
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.12,0.06,0.13,0.17,0.11,0.14
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.12,0.06,0.13,0.17,0.11,0.14
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.2,0.11,0.13,0.3,0.1,0.14
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.2,0.11,0.13,0.3,0.1,0.14
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.13,0.04,0.12,0.15,0.1,0.14
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.13,0.04,0.12,0.15,0.1,0.14
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.04,0.12,0.07,0.1,0.14
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.04,0.12,0.07,0.1,0.14
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.18,0.08,0.13,0.3,0.09,0.14
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.18,0.08,0.13,0.3,0.09,0.14
Huffman_ISD_Grade 6 Reading,Huffman_ISD,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.1,0.29,0.14,0.07,0.07,0.14
Huffman_ISD_Grade 6 Reading,Huffman_ISD,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.1,0.29,0.14,0.07,0.07,0.14
Deer_Park_ISD_Grade 4 Reading,Deer_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.37,0.17,0.3,0.48,0.28,0.13
Deer_Park_ISD_Grade 4 Reading,Deer_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.37,0.17,0.3,0.48,0.28,0.13
Huffman_ISD_Grade 4 Mathematics,Huffman_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.36,0.17,0.17,0.43,0.28,0.13
Huffman_ISD_Grade 4 Mathematics,Huffman_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.36,0.17,0.17,0.43,0.28,0.13
Aristoi_Classical_Academy_Grade 4 Mathematics,Aristoi_Classical_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.45,0.45,0.41,0.45,0.23,0.13
Aristoi_Classical_Academy_Grade 4 Mathematics,Aristoi_Classical_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.45,0.45,0.41,0.45,0.23,0.13
Aristoi_Classical_Academy_Grade 4 Reading,Aristoi_Classical_Academy,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.38,0.55,0.32,0.4,0.19,0.13
Aristoi_Classical_Academy_Grade 4 Reading,Aristoi_Classical_Academy,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.38,0.55,0.32,0.4,0.19,0.13
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.21,0.25,0.15,0.1,0.19,0.13
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.21,0.25,0.15,0.1,0.19,0.13
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.19,0.24,0.12,0.1,0.19,0.13
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.19,0.24,0.12,0.1,0.19,0.13
Humble_ISD_Grade 7 Reading,Humble_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.28,0.19,0.23,0.37,0.16,0.13
Humble_ISD_Grade 7 Reading,Humble_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.28,0.19,0.23,0.37,0.16,0.13
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.26,0.16,0.18,0.4,0.15,0.13
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.26,0.16,0.18,0.4,0.15,0.13
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.19,0.12,0.15,0.33,0.15,0.13
