Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,Econ_Disadv,ELL
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.19,0.12,0.15,0.33,0.15,0.13
Aristoi_Classical_Academy_Grade 4 Mathematics,Aristoi_Classical_Academy,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.3,0.27,0.24,0.31,0.15,0.13
Aristoi_Classical_Academy_Grade 4 Mathematics,Aristoi_Classical_Academy,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.3,0.27,0.24,0.31,0.15,0.13
Houston_ISD_Grade 7 Reading,Houston_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.21,0.14,0.17,0.5,0.14,0.13
Houston_ISD_Grade 7 Reading,Houston_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.21,0.14,0.17,0.5,0.14,0.13
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.24,0.11,0.15,0.39,0.14,0.13
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.24,0.11,0.15,0.39,0.14,0.13
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.15,0.17,0.11,0.16,0.14,0.13
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.15,0.17,0.11,0.16,0.14,0.13
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.23,0.1,0.14,0.37,0.13,0.13
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.23,0.1,0.14,0.37,0.13,0.13
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.13,0.08,0.14,0.3,0.13,0.13
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.13,0.08,0.14,0.3,0.13,0.13
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.14,0.13,0.14,0.29,0.13,0.13
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.14,0.13,0.14,0.29,0.13,0.13
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.16,0.02,0.15,0.2,0.13,0.13
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.16,0.02,0.15,0.2,0.13,0.13
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.14,0.17,0.1,0.13,0.13,0.13
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.14,0.17,0.1,0.13,0.13,0.13
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.15,0.11,0.13,0.24,0.12,0.13
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.15,0.11,0.13,0.24,0.12,0.13
Deer_Park_ISD_Grade 6 Mathematics,Deer_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.16,0.05,0.13,0.22,0.12,0.13
Deer_Park_ISD_Grade 6 Mathematics,Deer_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.16,0.05,0.13,0.22,0.12,0.13
Pasadena_ISD_Grade 5 Mathematics,Pasadena_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.13,0.09,0.12,0.21,0.12,0.13
Pasadena_ISD_Grade 5 Mathematics,Pasadena_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.13,0.09,0.12,0.21,0.12,0.13
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.15,0.08,0.15,0.19,0.12,0.13
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.15,0.08,0.15,0.19,0.12,0.13
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.12,0.1,0.1,0.13,0.12,0.13
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.12,0.1,0.1,0.13,0.12,0.13
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.2,0.13,0.13,0.32,0.11,0.13
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.2,0.13,0.13,0.32,0.11,0.13
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.13,0.1,0.13,0.17,0.11,0.13
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.13,0.1,0.13,0.17,0.11,0.13
Sheldon_ISD_Grade 4 Mathematics,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.13,0.06,0.15,0.16,0.11,0.13
Sheldon_ISD_Grade 4 Mathematics,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.13,0.06,0.15,0.16,0.11,0.13
Spring_ISD_Grade 7 Reading,Spring_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.13,0.09,0.14,0.14,0.11,0.13
Spring_ISD_Grade 7 Reading,Spring_ISD,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.13,0.09,0.14,0.14,0.11,0.13
Sheldon_ISD_Grade 6 Reading,Sheldon_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.12,0.1,0.13,0.06,0.11,0.13
Sheldon_ISD_Grade 6 Reading,Sheldon_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.12,0.1,0.13,0.06,0.11,0.13
Spring_Branch_ISD_Grade 5 Science,Spring_Branch_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.22,0.06,0.13,0.39,0.1,0.13
Spring_Branch_ISD_Grade 5 Science,Spring_Branch_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.22,0.06,0.13,0.39,0.1,0.13
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.16,0.07,0.1,0.25,0.1,0.13
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.16,0.07,0.1,0.25,0.1,0.13
Deer_Park_ISD_Grade 7 Mathematics,Deer_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2021,0.12,0.13,0.15,0.1,0.14,0.17,0.1,0.13
Deer_Park_ISD_Grade 7 Mathematics,Deer_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2021,0.12,0.13,0.15,0.1,0.14,0.17,0.1,0.13
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.04,0.11,0.17,0.1,0.13
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.04,0.11,0.17,0.1,0.13
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.19,0.08,0.14,0.3,0.09,0.13
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.19,0.08,0.14,0.3,0.09,0.13
Huffman_ISD_Grade 5 Reading,Huffman_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.38,0.58,0.32,0.39,0.32,0.12
Huffman_ISD_Grade 5 Reading,Huffman_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.38,0.58,0.32,0.39,0.32,0.12
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.27,0.1,0.27,0.29,0.2,0.12
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.27,0.1,0.27,0.29,0.2,0.12
Deer_Park_ISD_Grade 4 Mathematics,Deer_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.26,0.09,0.21,0.37,0.17,0.12
Deer_Park_ISD_Grade 4 Mathematics,Deer_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.26,0.09,0.21,0.37,0.17,0.12
Yes_Prep_Schools_Grade 8 Mathematics,Yes_Prep_Schools,Grade 8 Mathematics,At Masters Grade Level,2022,0.14,0.15,0.16,0.06,0.17,0.21,0.15,0.12
Yes_Prep_Schools_Grade 8 Mathematics,Yes_Prep_Schools,Grade 8 Mathematics,At Masters Grade Level,2022,0.14,0.15,0.16,0.06,0.17,0.21,0.15,0.12
Aldine_ISD_Grade 6 Reading,Aldine_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.14,0.13,0.14,0.16,0.14,0.12
Aldine_ISD_Grade 6 Reading,Aldine_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.14,0.13,0.14,0.16,0.14,0.12
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.14,0.08,0.13,0.19,0.13,0.12
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.14,0.08,0.13,0.19,0.13,0.12
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.15,0.22,0.14,0.18,0.13,0.12
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.15,0.22,0.14,0.18,0.13,0.12
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.14,0.14,0.13,0.17,0.13,0.12
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.14,0.14,0.13,0.17,0.13,0.12
Deer_Park_ISD_Grade 6 Mathematics,Deer_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.18,0.04,0.16,0.23,0.12,0.12
Deer_Park_ISD_Grade 6 Mathematics,Deer_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.18,0.04,0.16,0.23,0.12,0.12
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.13,0.11,0.12,0.22,0.12,0.12
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.13,0.11,0.12,0.22,0.12,0.12
Yes_Prep_Schools_Grade 7 Mathematics,Yes_Prep_Schools,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.13,0.07,0.13,0.19,0.12,0.12
Yes_Prep_Schools_Grade 7 Mathematics,Yes_Prep_Schools,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.13,0.07,0.13,0.19,0.12,0.12
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.13,0.13,0.09,0.19,0.12,0.12
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.13,0.13,0.09,0.19,0.12,0.12
Aldine_ISD_Grade 7 Mathematics,Aldine_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.12,0.07,0.14,0.18,0.12,0.12
Aldine_ISD_Grade 7 Mathematics,Aldine_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.12,0.07,0.14,0.18,0.12,0.12
Spring_Branch_ISD_Grade 6 Reading,Spring_Branch_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.27,0.08,0.13,0.48,0.11,0.12
Spring_Branch_ISD_Grade 6 Reading,Spring_Branch_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.27,0.08,0.13,0.48,0.11,0.12
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.12,0.1,0.12,0.21,0.11,0.12
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.12,0.1,0.12,0.21,0.11,0.12
Galena_Park_ISD_Grade 6 Mathematics,Galena_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.11,0.09,0.11,0.17,0.11,0.12
Galena_Park_ISD_Grade 6 Mathematics,Galena_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.11,0.09,0.11,0.17,0.11,0.12
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.12,0.04,0.14,0.13,0.11,0.12
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.12,0.04,0.14,0.13,0.11,0.12
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.12,0.09,0.09,0.12,0.11,0.12
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.12,0.09,0.09,0.12,0.11,0.12
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.11,0.07,0.12,0.08,0.11,0.12
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.11,0.07,0.12,0.08,0.11,0.12
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.17,0.08,0.12,0.48,0.1,0.12
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.17,0.08,0.12,0.48,0.1,0.12
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.15,0.09,0.12,0.36,0.1,0.12
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.15,0.09,0.12,0.36,0.1,0.12
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.21,0.08,0.14,0.34,0.1,0.12
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.21,0.08,0.14,0.34,0.1,0.12
Harmony_Schools_Grade 6 Reading,Harmony_Schools,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.14,0.12,0.12,0.24,0.1,0.12
Harmony_Schools_Grade 6 Reading,Harmony_Schools,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.14,0.12,0.12,0.24,0.1,0.12
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.15,0.1,0.15,0.15,0.1,0.12
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.15,0.1,0.15,0.15,0.1,0.12
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.1,0.04,0.12,0.05,0.1,0.12
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.1,0.04,0.12,0.05,0.1,0.12
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.16,0.08,0.11,0.44,0.09,0.12
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.16,0.08,0.11,0.44,0.09,0.12
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.15,0.07,0.11,0.33,0.09,0.12
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.15,0.07,0.11,0.33,0.09,0.12
Spring_ISD_Grade 4 Mathematics,Spring_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.1,0.05,0.11,0.21,0.09,0.12
Spring_ISD_Grade 4 Mathematics,Spring_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.1,0.05,0.11,0.21,0.09,0.12
Katy_ISD_Grade 7 Mathematics,Katy_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.14,0.09,0.11,0.19,0.09,0.12
Katy_ISD_Grade 7 Mathematics,Katy_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.14,0.09,0.11,0.19,0.09,0.12
Spring_ISD_Grade 4 Reading,Spring_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.11,0.06,0.12,0.17,0.09,0.12
Spring_ISD_Grade 4 Reading,Spring_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.11,0.06,0.12,0.17,0.09,0.12
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.15,0.06,0.09,0.24,0.08,0.12
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.15,0.06,0.09,0.24,0.08,0.12
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.31,0.28,0.24,0.42,0.24,0.11
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.31,0.28,0.24,0.42,0.24,0.11
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.2,0.36,0.11,0.33,0.19,0.11
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.2,0.36,0.11,0.33,0.19,0.11
La_Porte_ISD_Grade 5 Science,La_Porte_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.22,0.13,0.19,0.26,0.16,0.11
La_Porte_ISD_Grade 5 Science,La_Porte_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.22,0.13,0.19,0.26,0.16,0.11
Yes_Prep_Schools_Grade 8 Social Studies,Yes_Prep_Schools,Grade 8 Social Studies,At Meets Grade Level or Above,2021,0.28,0.29,0.16,0.13,0.16,0.25,0.16,0.11
Yes_Prep_Schools_Grade 8 Social Studies,Yes_Prep_Schools,Grade 8 Social Studies,At Meets Grade Level or Above,2021,0.28,0.29,0.16,0.13,0.16,0.25,0.16,0.11
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.18,0.18,0.17,0.21,0.16,0.11
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.18,0.18,0.17,0.21,0.16,0.11
Pasadena_ISD_Grade 5 Reading,Pasadena_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.17,0.13,0.16,0.32,0.15,0.11
Pasadena_ISD_Grade 5 Reading,Pasadena_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.17,0.13,0.16,0.32,0.15,0.11
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.16,0.1,0.14,0.29,0.14,0.11
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.16,0.1,0.14,0.29,0.14,0.11
La_Porte_ISD_Grade 6 Mathematics,La_Porte_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.19,0.08,0.17,0.25,0.13,0.11
La_Porte_ISD_Grade 6 Mathematics,La_Porte_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.19,0.08,0.17,0.25,0.13,0.11
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.23,0.09,0.14,0.38,0.12,0.11
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.23,0.09,0.14,0.38,0.12,0.11
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.15,0.11,0.13,0.18,0.12,0.11
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.15,0.11,0.13,0.18,0.12,0.11
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.12,0.1,0.12,0.15,0.12,0.11
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.12,0.1,0.12,0.15,0.12,0.11
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.12,0.09,0.13,0.12,0.12,0.11
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.12,0.09,0.13,0.12,0.12,0.11
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.12,0.14,0.03,0.31,0.1,0.11
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.12,0.14,0.03,0.31,0.1,0.11
Spring_ISD_Grade 6 Reading,Spring_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.11,0.09,0.11,0.26,0.1,0.11
Spring_ISD_Grade 6 Reading,Spring_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.11,0.09,0.11,0.26,0.1,0.11
Harmony_Schools_Grade 5 Science,Harmony_Schools,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.14,0.15,0.1,0.26,0.1,0.11
Harmony_Schools_Grade 5 Science,Harmony_Schools,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.14,0.15,0.1,0.26,0.1,0.11
Houston_ISD_Grade 7 Mathematics,Houston_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.13,0.07,0.12,0.25,0.1,0.11
Houston_ISD_Grade 7 Mathematics,Houston_ISD,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.13,0.07,0.12,0.25,0.1,0.11
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.14,0.06,0.14,0.21,0.1,0.11
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.14,0.06,0.14,0.21,0.1,0.11
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.11,0.14,0.06,0.17,0.1,0.11
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.11,0.14,0.06,0.17,0.1,0.11
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.11,0.1,0.08,0.14,0.1,0.11
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.11,0.1,0.08,0.14,0.1,0.11
Spring_Branch_ISD_Grade 6 Mathematics,Spring_Branch_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.25,0.04,0.11,0.49,0.09,0.11
Spring_Branch_ISD_Grade 6 Mathematics,Spring_Branch_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.25,0.04,0.11,0.49,0.09,0.11
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.12,0.07,0.1,0.21,0.09,0.11
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.12,0.07,0.1,0.21,0.09,0.11
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.1,0.09,0.08,0.08,0.09,0.11
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.1,0.09,0.08,0.08,0.09,0.11
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.09,0.03,0.1,0.04,0.09,0.11
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.09,0.03,0.1,0.04,0.09,0.11
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2021,0.12,0.13,0.24,0.06,0.1,0.47,0.08,0.11
